raw_intervention_name,normalized_name,nct_ids,clinicaltrials_intervention_type,previous_drug_type,new_pipeline_scope,scope_reason,scope_method,scope_confidence,dashboard_eligible,manual_review_required
"Gamma Wave Stimulation Table Lamp (Aleddra, Inc., USA)",gamma wave stimulation table lamp aleddra inc usa,NCT06715995,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Usual care + selfBACK,usual care selfback,NCT03697759,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
PorchLight,porchlight,NCT05550727,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
DHP1401,dhp1401,NCT03055741,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
MK-7622,mk 7622,NCT01852110,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
AChEI,achei,NCT01852110,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Octohydroaminoacridine Succinate,octohydroaminoacridine succinate,NCT03283059,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Music Balance Board,music balance board,NCT04146688,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Paired Associative Stimulation,paired associative stimulation,NCT01847586,PROCEDURE,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
Paired Associative Stimulation-Control,paired associative stimulation control,NCT01847586,PROCEDURE,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
Receive tDCS+CR,receive tdcs cr,NCT02959502,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Facilitate tDCS + CR,facilitate tdcs cr,NCT02959502,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Screening,screening,NCT02902822,PROCEDURE,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
Tele-dermatology,tele dermatology,NCT02902822,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Transdermal trigeminal electrical neuromodulation(Cefaly),transdermal trigeminal electrical neuromodulation cefaly,NCT05200897,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Cervical Lymphaticovenous and Lymph Node-to-Vein Anastomosis,cervical lymphaticovenous and lymph node to vein anastomosis,NCT07328386,PROCEDURE,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
ACI-35.030,aci 35 030,NCT04445831,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
JACI-35.054,jaci 35 054,NCT04445831,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Deep brain stimulation (fornix),deep brain stimulation fornix,NCT03290274,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Deep brain stimulation (Basal nucleus of Meynert),deep brain stimulation basal nucleus of meynert,NCT03290274,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
"Arm A , Arm B, Arm C, & Arm D",arm a arm b arm c arm d,NCT04699786,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
18F-PM-PBB3,18f pm pbb3,NCT04248270,DRUG,diagnostic_or_imaging_agent,Diagnostic Agent,matches a curated diagnostic/imaging tracer name,rule_classification,high,False,False
SCP Plus,scp plus,NCT03602391,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
High intensity aerobic exercise+strength,high intensity aerobic exercise strength,NCT02195596,OTHER,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Low intensity aerobic exercise+strength,low intensity aerobic exercise strength,NCT02195596,OTHER,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
So-Lo-Mo,so lo mo,NCT03553173,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Psychological advice,psychological advice,NCT03553173,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Bupropion Pill,bupropion pill,NCT03553173,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Varenicline Pill,varenicline pill,NCT03553173,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Anodal tDCS,anodal tdcs,NCT03325205,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Personalized Exercise Regimen,personalized exercise regimen,NCT01935024,OTHER,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Conectando corazones,conectando corazones,NCT07695194,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Conventional intervention,conventional intervention,NCT07695194,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Lifestyle recommendations,lifestyle recommendations,NCT02772523,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
APNmAb005,apnmab005,NCT05344989,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Innovations in Dementia Empowerment and Action (IDEA),innovations in dementia empowerment and action idea,NCT03550131,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Reducing Disabilities in Alzheimer's Disease (RDAD),reducing disabilities in alzheimer s disease rdad,NCT03550131,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
"Neurological and neuropsychological consultation, MRI",neurological and neuropsychological consultation mri,NCT00684281,OTHER,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
"Neurological and neuropsychological consultation, MRI, Studies in imaging of drip, DNA",neurological and neuropsychological consultation mri studies in imaging of drip dna,NCT00684281,OTHER,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
"Collect peripheral blood, and if the patient consents, also collect cerebrospinal fluid.",collect peripheral blood and if the patient consents also collect cerebrospinal fluid,NCT07353502,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Neuroimaging,neuroimaging,NCT01582919,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
AV-1980R 20 µg,av 1980r 20 g,NCT07158905,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
AV-1980R 60 µg,av 1980r 60 g,NCT07158905,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
AV-1980R 180 µg,av 1980r 180 g,NCT07158905,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Standard Outpatient Treatment,standard outpatient treatment,NCT02484794,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Smartphone App,smartphone app,NCT02484794,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
COACH-Cog,coach cog,NCT06313853,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
[F-18]W372,f 18 w372,NCT00954369,DRUG,investigational_therapeutic_unverified,Diagnostic Agent,isotope-labeled tracer name (18F/11C-style notation) combined with diagnostic study context (ClinicalTrials.gov Primary Purpose: DIAGNOSTIC and/or explicit PET/SPECT/radioligand/imaging wording in the trial's title or brief summary),rule_keyword,high,False,False
IBC-Ab002,ibc ab002,NCT05551741,BIOLOGICAL,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Dementia educational videos,dementia educational videos,NCT05352529,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Neural Stem Cell-Derived Exosomes,neural stem cell derived exosomes,NCT07554872,BIOLOGICAL,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Galantamine 16 mg/day,galantamine 16 mg day,NCT00814801,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Galantamine 24 mg/day,galantamine 24 mg day,NCT00814801,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Lecanemab non-administration group,lecanemab non administration group,NCT07544953,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
BIIB037,biib037,NCT01397539,DRUG,sponsor_developed_therapeutic,Therapeutic Drug,confirmed or unsourced official sponsor-pipeline match,rule_classification,medium,True,False
Pharmacotherapy Management,pharmacotherapy management,NCT02222181,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
non-invasive neuromodulation through the Nesa device,non invasive neuromodulation through the nesa device,NCT05715866,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
therapeutic exercise,therapeutic exercise,NCT05715866,PROCEDURE,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
sleep hygiene measures,sleep hygiene measures,NCT05715866,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
