nct_id,title,phase_clean,drug_type,target,status_clean,is_aribio,developed_drug,developed_drug_normalized,drug_classification,classification_reason,official_pipeline_match,official_source_url,verification_status,classification_confidence,needs_manual_review,pipeline_scope,scope_reason,scope_method,scope_confidence,manual_review_required,diagnostic_subtype
NCT02579252,24 Months Safety and Efficacy Study of AADvac1 in Patients With Mild Alzheimer's Disease,Phase 2,Biologic,Other,Trial Completed,False,AADvac1,aadvac1,investigational_therapeutic_unverified,sole investigational candidate identified (AADvac1); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00646074,Self- Care TALK Study - Promoting Alzheimer's Disease (AD) Spousal Caregiver Health,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04036955,"Evaluation of an Innovative Information, Training and Social Support Intervention ""INFOSADEM"" to Principal Caregivers of Dementia Patients Living at Home",NA,Non-Drug/Behavioral,Other,Trial Completed,False,INFOSA-DEM,infosa dem,investigational_therapeutic_unverified,sole investigational candidate identified (INFOSA-DEM); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04131491,Epilepsy in Alzheimer's Disease: Effect on Disease Progression,NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01054976,The Efficacy of Galantamine Treatment on Attention in Patients With Alzheimer's Disease,Phase 4,Small Molecule,Symptomatic,Trial Completed,False,Galantamine,galantamine,investigational_therapeutic_unverified,sole investigational candidate identified (Galantamine); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04559789,Reducing Dementia Risk With Digital Health Coaching,NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00890890,"A Multicenter, Double Blind, Placebo-Controlled, Safety and Tolerability Study of BMS-708163 in Patients With Prodromal Alzheimer's Disease",Phase 2,Small Molecule,Amyloid,Discontinued,False,Avagacestat,avagacestat,investigational_therapeutic_unverified,sole investigational candidate identified (Avagacestat); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02783573,A Study of Lanabecestat (LY3314814) in Participants With Mild Alzheimer's Disease Dementia,Phase 3,Small Molecule,Amyloid,Discontinued,False,Lanabecestat,lanabecestat,investigational_therapeutic_unverified,sole investigational candidate identified (Lanabecestat); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00566397,A Phase 2 Study Evaluating The Efficacy And Safety Of PF 04494700 In Mild To Moderate Alzheimer's Disease,Phase 2,Small Molecule,Amyloid,Trial Completed,False,PF-04494700,pf 04494700,investigational_therapeutic_unverified,sole investigational candidate identified (PF-04494700); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01409915,Study of the Safety & Efficacy of Leukine® in the Treatment of Alzheimer's Disease,Phase 2,Small Molecule,Other,Trial Completed,False,Sagramostim,sagramostim,investigational_therapeutic_unverified,sole investigational candidate identified (Sagramostim); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06898476,Silkworm Pupa Powder Improves Dementia.,NA,Dietary Supplement,Other,Active,False,Silkworm pupa powder,silkworm pupa powder,investigational_therapeutic_unverified,sole investigational candidate identified (Silkworm pupa powder); not yet confirmed via official pipeline,False,,no_match,medium,True,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,
NCT06688968,Neuropsychological Profiles and Musical Engagement in Parkinson's and Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05530590,Minnesota Inclusive LTSS for LGBTQ Seniors,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT00988624,A Study In Healthy Volunteers To Estimate The Pharmacokinetics Of Four Modified-Release Formulations Of Dimebon (Latrepirdine),Phase 1,Small Molecule,Neuroprotection,Trial Completed,False,Dimebon IR; Dimebon MR1; Dimebon MR2; Dimebon MR3; Dimebon MR4,dimebon ir dimebon mr1 dimebon mr2 dimebon mr3 dimebon mr4,investigational_therapeutic_unverified,multiple unverified investigational candidates found (Dimebon IR; Dimebon MR1; Dimebon MR2; Dimebon MR3; Dimebon MR4) — could not resolve to a single drug,False,,multiple_candidates_unresolved,low,True,Needs Review,multiple distinct unverified candidates found in one trial — scope not determined at trial level,rule_classification,low,True,
NCT03597360,Low Dose Ionizing Radiation Using CT Scans as a Potential Therapy for Alzheimer's Dementia: A Pilot Study,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03290274,Clinical Trial to Evaluate the Efficacy and Security of Deep Brain Stimulation in Alzheimer´s Disease,NA,Device,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01736579,"Long-Term Study of IGIV, 10% in Alzheimer´s Disease",Phase 3,Small Molecule,Inflammation,Discontinued,False,"Immune Globulin Intravenous (Human), 10% (IGIV, 10%)",immune globulin intravenous human 10 igiv 10,investigational_therapeutic_unverified,"sole investigational candidate identified (Immune Globulin Intravenous (Human), 10% (IGIV, 10%)); not yet confirmed via official pipeline",False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03071224,Phase 1 Evaluation of [18F]MK-6240 PET as an Imaging Marker for Tau Protein,Early Phase 1,Small Molecule,Amyloid,Trial Completed,False,[18F] MNI-946,18f mni 946,investigational_therapeutic_unverified,sole investigational candidate identified ([18F] MNI-946); not yet confirmed via official pipeline,False,,no_match,medium,True,Diagnostic Agent,isotope-labeled tracer name (18F/11C-style notation) combined with diagnostic study context (ClinicalTrials.gov Primary Purpose: DIAGNOSTIC and/or explicit PET/SPECT/radioligand/imaging wording in the trial's title or brief summary),rule_keyword,high,False,Tau PET tracer
NCT00438724,Couples Coping With Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04495686,An Innovative Supportive Care Model for Dementia and Traumatic Brain Injury,NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05561205,rTMS for Apathy Clinical Trial,NA,Device,Neuropsychiatric,Active,False,methylphenidate,methylphenidate,investigational_therapeutic_unverified,sole investigational candidate identified (methylphenidate); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06792877,Mindfulness for Cognition in Early-stage Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT07695701,Cardiac Magnetic Resonance and Echocardiography Study With Acoramidis,Phase 4,Small Molecule,Other,Active,False,Acoramidis,acoramidis,investigational_therapeutic_unverified,sole investigational candidate identified (Acoramidis (AG10)); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
