NCT Number,Sponsor,Study Title,intervention_type,intervention_name,normalized_name,classification,classification_reason,official_pipeline_match,matched_pipeline_drug,official_source_url,verification_status,confidence,needs_manual_review,pipeline_scope,scope_reason,scope_method,scope_confidence,manual_review_required,diagnostic_subtype
NCT05691842,University of Valencia,Effectiveness of a High-intensity Interval Exercise Program in People With Alzheimer's,OTHER,HIIT intervention,hiit intervention,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT05691842,University of Valencia,Effectiveness of a High-intensity Interval Exercise Program in People With Alzheimer's,OTHER,Dual task intervention,dual task intervention,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT03721705,"Renew Research, LLC",Renew NCP-5 for the Treatment of Mild Cognitive Impairment Due to Alzheimer's Disease (AD) or Mild Dementia of the Alzheimer's Type,DEVICE,Renew NCP-5,renew ncp 5,device,intervention type is DEVICE,False,,,not_applicable,high,False,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,
NCT02361242,Pharnext S.C.A.,24-week Open-label Extension Study Evaluating PXT00864 Effect in Mild AD Patients Further to PLEODIAL-I Completion,DRUG,PXT00864,pxt00864,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07158905,Institute for Molecular Medicine,AV-1980R (Tau Vaccine) in Preclinical Alzheimer's Disease (TAURUS-1980),BIOLOGICAL,AV-1980R 20 µg,av 1980r 20 g,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT07158905,Institute for Molecular Medicine,AV-1980R (Tau Vaccine) in Preclinical Alzheimer's Disease (TAURUS-1980),BIOLOGICAL,AV-1980R 60 µg,av 1980r 60 g,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT07158905,Institute for Molecular Medicine,AV-1980R (Tau Vaccine) in Preclinical Alzheimer's Disease (TAURUS-1980),BIOLOGICAL,AV-1980R 180 µg,av 1980r 180 g,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT07158905,Institute for Molecular Medicine,AV-1980R (Tau Vaccine) in Preclinical Alzheimer's Disease (TAURUS-1980),OTHER,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT07328451,Denali Therapeutics Inc.,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of DNL628 in Participants With Early Alzheimer's Disease",DRUG,DNL628,dnl628,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07328451,Denali Therapeutics Inc.,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of DNL628 in Participants With Early Alzheimer's Disease",DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT06304129,"Central Hospital, Nancy, France",Diagnostic Performance of Plasma Biomarkers of Alzheimer's Disease Compared With CSF Markers,DIAGNOSTIC_TEST,Blood ponction,blood ponction,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Diagnostic Agent,intervention type is DIAGNOSTIC_TEST,rule_type,medium,True,
NCT00034762,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Efficacy and Safety of Risperidone Compared With Placebo in the Treatment of Psychotic Symptoms in Patients With Alzheimer's Disease,DRUG,risperidone,risperidone,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04280861,Consorci Hospitalari de Vic,Multicomponent Intervention in Caregivers on Quality of Life of People With Dementia: a Clinical Trial,OTHER,Multicomponent Intervention,multicomponent intervention,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00692705,AstraZeneca,"Positron Emission Tomography (PET) Study With [11C]AZD2995 and [11C]AZD2184, Candidate PET Ligands for β Amyloid",DRUG,Radioligand (11C)AZD2995,radioligand 11c azd2995,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Diagnostic Agent,isotope-labeled tracer name (18F/11C-style notation) combined with diagnostic study context (ClinicalTrials.gov Primary Purpose: DIAGNOSTIC and/or explicit PET/SPECT/radioligand/imaging wording in the trial's title or brief summary),rule_keyword,high,False,Amyloid PET tracer
NCT00692705,AstraZeneca,"Positron Emission Tomography (PET) Study With [11C]AZD2995 and [11C]AZD2184, Candidate PET Ligands for β Amyloid",DRUG,Radioligand (11C)AZD2184,radioligand 11c azd2184,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Diagnostic Agent,isotope-labeled tracer name (18F/11C-style notation) combined with diagnostic study context (ClinicalTrials.gov Primary Purpose: DIAGNOSTIC and/or explicit PET/SPECT/radioligand/imaging wording in the trial's title or brief summary),rule_keyword,high,False,Amyloid PET tracer
NCT03926702,"University of California, Berkeley",Tau Imaging With JNJ067,DRUG,Radiopharmaceuticals,radiopharmaceuticals,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03378037,China Medical University Hospital,The Effects of Acupuncture on the Risk of AD After TBI,PROCEDURE,Acupuncture,acupuncture,procedure,intervention type or name indicates a clinical procedure or imaging exam,False,,,not_applicable,high,False,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,
NCT01362686,Indiana University,Comparative Research of Alzheimer's Disease Drugs,DRUG,Donepezil,donepezil,uncertain,head-to-head comparison of approved Alzheimer's medicines; no investigational candidate identified,False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT01362686,Indiana University,Comparative Research of Alzheimer's Disease Drugs,DRUG,Galantamine,galantamine,uncertain,head-to-head comparison of approved Alzheimer's medicines; no investigational candidate identified,False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT01362686,Indiana University,Comparative Research of Alzheimer's Disease Drugs,DRUG,Rivastigmine,rivastigmine,uncertain,head-to-head comparison of approved Alzheimer's medicines; no investigational candidate identified,False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT07417670,Carnot Laboratories,Satisfaction With Orodispersible vs Conventional Memantine in Moderate to Severe Alzheimer's Disease,DRUG,Memantine,memantine,uncertain,head-to-head comparison of approved Alzheimer's medicines; no investigational candidate identified,False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT07417670,Carnot Laboratories,Satisfaction With Orodispersible vs Conventional Memantine in Moderate to Severe Alzheimer's Disease,DRUG,Memantine Oral Tablet,memantine oral tablet,uncertain,head-to-head comparison of approved Alzheimer's medicines; no investigational candidate identified,False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT07599670,AbbVie,A Study to Assess the Safety and Effects of ABBV-1758 Following Subcutaneous or Intravenous Injections in Participants With Alzheimer's Disease,DRUG,ABBV-1758,abbv 1758,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07599670,AbbVie,A Study to Assess the Safety and Effects of ABBV-1758 Following Subcutaneous or Intravenous Injections in Participants With Alzheimer's Disease,DRUG,Placebo for ABBV-1758,placebo for abbv 1758,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT07599670,AbbVie,A Study to Assess the Safety and Effects of ABBV-1758 Following Subcutaneous or Intravenous Injections in Participants With Alzheimer's Disease,DRUG,ABBV-1758,abbv 1758,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
